Target,Accuracy,K,Window_Size,Window_Overlap,Optimization_Level,Finite_Context,Time
english_polish_czech.txt,50.5,5,10,0,2,False,17.633
english_polish_czech.txt,82.83,5,10,0.2,2,True,17.69
english_polish_czech.txt,51.2,5,10,0.2,2,False,17.481
english_polish_czech.txt,83.83,5,10,0.4,2,True,17.696
english_polish_czech.txt,70.66,5,10,0.4,2,False,17.442
english_polish_czech.txt,81.34,5,10,0.6,2,True,17.809
english_polish_czech.txt,81.34,5,10,0.6,2,False,5.19
english_polish_czech.txt,78.94,5,10,0.8,2,True,18.949
english_polish_czech.txt,75.85,5,10,0.8,2,False,19.132
english_polish_czech.txt,80.64,5,12,0,2,True,17.343
english_polish_czech.txt,40.72,5,12,0,2,False,17.219
english_polish_czech.txt,82.63,5,12,0.2,2,True,17.357
english_polish_czech.txt,49.1,5,12,0.2,2,False,17.495
english_polish_czech.txt,85.23,5,12,0.4,2,True,17.447
english_polish_czech.txt,48.5,5,12,0.4,2,False,17.411
english_polish_czech.txt,82.34,5,12,0.6,2,True,17.916
english_polish_czech.txt,46.61,5,12,0.6,2,False,17.771
english_polish_czech.txt,79.54,5,12,0.8,2,True,17.984
english_polish_czech.txt,46.41,5,12,0.8,2,False,18.027
english_polish_czech.txt,81.44,5,15,0,2,True,17.588
english_polish_czech.txt,34.13,5,15,0,2,False,17.045
english_polish_czech.txt,85.83,5,15,0.2,2,True,17.298
english_polish_czech.txt,41.42,5,15,0.2,2,False,17.481
english_polish_czech.txt,80.84,5,15,0.4,2,True,17.586
english_polish_czech.txt,41.12,5,15,0.4,2,False,17.371
english_polish_czech.txt,88.82,5,15,0.6,2,True,17.498
english_polish_czech.txt,41.52,5,15,0.6,2,False,17.676
english_polish_czech.txt,85.03,5,15,0.8,2,True,18.275
english_polish_czech.txt,41.52,5,15,0.8,2,False,18.059
english_polish_czech.txt,71.36,5,3,0,3,True,17.737
english_polish_czech.txt,86.53,5,3,0,3,False,17.816
english_polish_czech.txt,71.26,5,3,0.2,3,True,18.038
english_polish_czech.txt,84.63,5,3,0.2,3,False,17.78
english_polish_czech.txt,69.56,5,3,0.4,3,True,18.717
english_polish_czech.txt,69.56,5,3,0.4,3,False,1.894
english_polish_czech.txt,69.56,5,3,0.6,3,True,18.8
english_polish_czech.txt,84.53,5,3,0.6,3,False,18.795
english_polish_czech.txt,69.56,5,3,0.8,3,True,18.644
english_polish_czech.txt,84.53,5,3,0.8,3,False,18.754
english_polish_czech.txt,76.95,5,5,0,3,True,17.642
english_polish_czech.txt,75.15,5,5,0,3,False,17.64
english_polish_czech.txt,77.25,5,5,0.2,3,True,17.587
english_polish_czech.txt,79.84,5,5,0.2,3,False,17.467
english_polish_czech.txt,77.25,5,5,0.4,3,True,17.662
english_polish_czech.txt,77.84,5,5,0.4,3,False,17.706
english_polish_czech.txt,76.25,5,5,0.6,3,True,18.043
english_polish_czech.txt,82.93,5,5,0.6,3,False,18.043
